01_prenom,02_genre,03_langage,04_fréquence
drusilla,female,"biblical, ancient roman",0
drystan,male,welsh,0
dua,female,arabic,0.13
duana,female,english,0
duane,male,"english, irish",0.10
duarte,male,portuguese,0
dubaku,both,african,0
dubhghall,male,"irish, scottish",0
dubhghlas,male,"irish, scottish",0
duc,male,vietnamese,21.50
duci,female,hungarian,0
dudel,male,jewish,0
dudley,male,english,0.22
duff,male,scottish,1.15
dugald,male,scottish,0.03
duha,female,arabic,0
duilio,male,italian,0
duke,male,english,0.67
dulcibella,female,english,0
dulcie,female,english,0
duleep,male,indian,0
dumitru,male,romanian,0
duncan,male,"scottish, english",0.48
dung,male,vietnamese,0
dunja,female,"serbian, croatian, slovene",0
dunstan,male,english,0
dunya,female,russian,0
dunyasha,female,russian,0
duong,male,vietnamese,0
durand,male,,1.47
durga,female,"indian, hindu mythology",0
durward,male,english,0.03
dusan,male,"czech, serbian, croatian, slovak",0
dustin,male,english,0.10
dusty,both,english,0
duygu,male,turkish,0
dvorah,female,jewish,0
dwayne,male,"english, irish",0
dwight,male,english,0.19
dwyn,male,celtic mythology,0
dyan,female,english (modern),0
dylan,male,"welsh, english, welsh mythology",0.57
dylis,female,welsh,0
dymphna,female,irish,0
dympna,female,irish,0
éabha,female,irish,0
eachann,male,"scottish, irish",0
eadan,female,irish,0
éadaoin,female,irish,0
eadbhárd,male,irish,0
eadburga,female,anglo-saxon,0
eadwig,male,anglo-saxon,0
ealasaid,female,scottish,0
ealdgyð,female,anglo-saxon,0
ealisaid,female,manx,0
eallair,male,scottish,0
eamon,male,irish,0
éamonn,male,irish,0
ean,male,manx,0
eanraig,male,scottish,0
earl,male,english,0.22
earle,male,english,0
earleen,female,english,0
earlene,female,english,0
earline,female,english,0
earnest,male,english,0.03
earnestine,female,english,0
eartha,female,english,0
easter,both,english,0
eavan,female,irish,0
ebba,female,"english, german",0
ebbe,male,"german, scandinavian",0
eben,male,,0
ebenezer,male,"biblical, english",0
eber,male,irish,0
eberardo,male,spanish,0
eberhard,male,german,0
ebert,male,,0.03
ebony,female,english,0
ebrahim,male,indian,0
ecaterina,female,romanian,0
ece,female,turkish,0.13
echo,female,greek mythology,0.10
eckbert,male,german,0
eckehard,male,german,0
eckhard,male,german,0.03
ed,male,english,1.94
edan,male,"irish, scottish",0
edana,female,,0
edda,female,italian,0.06
eddie,both,english,5.26
eddy,male,english,0.48
edelmira,female,spanish,0
eden,female,"biblical, english",6.18
edgar,male,"english, french",3.60
edgard,male,french,0.03
edgardo,male,spanish,0
edie,female,english,0
edina,female,hungarian,0
edison,male,english,0.83
edit,female,hungarian,0
edita,female,"czech, slovene",0
edite,female,portuguese,0
edith,female,english,0.06
édith,female,french,1.59
edmé,female,scottish,0
edmond,male,french,3.47
edmonda,female,,0
edmondo,male,italian,0
edmund,male,"english, german",0.89
edmundo,male,"spanish, portuguese",0.06
edna (1),female,"irish, scottish",0
edna (2),female,biblical,0
edoardo,male,italian,0
edom,male,biblical,0
édouard,male,french,13.89
edric,male,english,0
edsel,male,,0
eduard,male,german,0.32
eduarda,female,portuguese,0
eduardo,male,"spanish, portuguese",0.41
edurne,female,basque,0
edvard,male,"scandinavian, hungarian, russian, slovene",0.03
edvige,female,italian,0
edward,male,"english, polish",3.15
edweena,female,english,0
edwena,female,english,0
edwige,female,french,0.19
edwin,male,english,0.22
edwina,female,english,0
edwyn,male,english,0
edwyna,female,english,0
edyta,female,polish,0
edytha,female,english,0
edythe,female,english,0
eerikki,male,finnish,0
eero,male,finnish,0
eetu,male,finnish,0
eeva,female,finnish,0
effie,female,"scottish, english",0.06
efigênia,female,portuguese,0
efisio,male,italian,0
efraim,male,"jewish, biblical (variant)",0
efraín,male,spanish,0
efstathios,male,greek,0
efua,female,african,0
egbert,male,english,0
egidio,male,italian,0.03
egil,male,scandinavian,0
eglantine,female,english,0
egon,male,german,0.06
ehud,male,"biblical, jewish",0
éibhear,male,irish,0
éibhir,male,irish,0
eibhlín,female,irish,0
eideard,male,scottish,0
eidel,female,jewish,0
eileen,female,"irish, english",0.06
eilert,male,"frisian, scandinavian",0
eilidh,female,scottish,0
eilís,female,irish,0
eilish,female,irish,0
eiluned,female,welsh,0
eilwen,female,welsh,0
éimhín,male,irish,0
eimhir,female,scottish,0
einar,male,scandinavian,0
einion,male,welsh,0
einrí,male,irish,0
eira,female,welsh,0
eiran,male,,0
eireann,female,"english, irish",0
eireen,female,"english, irish",0
eirene,female,"greek mythology, ancient greek",0
eirian,female,welsh,0
eirik,male,norwegian,0
eirlys,female,welsh,0
eirwen,female,welsh,0
eitan,male,jewish,0
eithne,female,"irish, scottish",0
ekaterina,female,"russian, bulgarian, macedonian",0
ekewaka,male,hawaiian,0
ekin,female,turkish,0
ekkehardt,male,german,0
ekua,female,african,0
ekwueme,male,african,0
eladio,male,spanish,0
elain,female,welsh,0
elaine,female,english,0
elario,male,,0
elba,female,,0
elbert,male,,0
elda,female,italian,0
elder,male,portuguese,0.03
eldon,male,english,0
eldred,male,english,0
eldreda,female,english,0
elea,female,english,0
eleanor,female,english,0.06
eleanora,female,english,0
eleanore,female,english,0
eleazar,male,biblical,0
electra,female,greek mythology (latinized),0.06
eleftheria,female,greek,0
eleftherios,male,greek,0
elek,male,hungarian,0
elen,female,welsh,0
elena,female,"italian, spanish, russian, bulgarian, romanian, macedonian",0.32
elene,female,greek,0
eleni,female,greek,0
elenora,female,english,0
eleonoora,female,finnish,0
eleonor,female,english,0.03
eleonora,female,italian,0.03
eleonore,female,german,0
eléonore,female,french,0.03
eleri,female,welsh,0
elettra,female,italian,0
eleuterio,male,"spanish, portuguese",0
eleutherius,male,ancient greek (latinized),0
elfa,female,,0
elfleda,female,english,0
elfreda,female,english,0
elfrida,female,english,0
elfriede,female,german,0
eli,male,"jewish, english, biblical",0
elia,male,italian,0
elian,male,spanish,0
eliana,female,"italian, spanish",0.03
éliane,female,french,0.48
elias,male,"greek, spanish, portuguese, finnish, hungarian",0.03
elicia,female,english,0
elidi,female,,0
eliezer,male,biblical,0
eligia,female,"italian, spanish",0
eligio,male,"italian, spanish",0
elihu,male,biblical,0.03
eliina,female,finnish,0
eliisa,female,finnish,0
elijah,male,"english, jewish, biblical",0
elikapeka,female,hawaiian,0
elin,female,scandinavian,0
elina,female,finnish,0
elinor,female,english,0
eliot,male,english,0.25
eliott,male,english,0
eliphalet,male,biblical (variant),0
eliphelet,male,biblical,0
elisa,female,"english, german, italian",0.10
elisabet,female,scandinavian,0
elisabeta,female,romanian,0
elisabeth,female,"english, german, french, scandinavian, biblical (variant)",0.54
elisabetta,female,italian,0.03
elisavet,female,greek,0
elisaveta,female,macedonian,0
elise,female,english,0.06
élise,female,french,2.36
eliseo,male,"italian, spanish",0
elisha,male,biblical,0.06
elisheba,female,biblical,0
elisheva,female,jewish,0
elissa (1),female,roman mythology,0
elissa (2),female,english,0
elisud,male,welsh,0
elita,female,,0
eliud,male,biblical,0
eliyahu,male,jewish,0
eliza,female,english,0
elizabeta,female,slovene,0
elizabeth,female,"english, biblical",0.45
elizaveta,female,russian,0
elkan,male,jewish,0
elkanah,male,biblical,0
elke (1),female,"dutch, frisian",0
elke (2),female,jewish,0
ella,female,english,0.06
ellar,male,scottish,0
elle,female,english,4870.31
ellen,female,english,0.41
ellery,both,english,0.06
elli (1),female,german,0
elli (2),female,finnish,0
ellie,female,english,0
elliot,male,english,0.19
elliott,male,english,0.19
ellis (1),male,english,0
ellis (2),male,welsh,0
elly,female,english,0
elma,female,,0
elmas,female,turkish,0
elmer,male,english,0.10
elmira,female,english,0.06
elmo,male,italian,0
elnathan,male,biblical,0
elnora,female,english,0
elodia,female,spanish,0
élodie,female,french,4.84
elof,male,swedish,0
eloi,male,french,0
eloisa,female,"italian, spanish",0
eloise,female,english,0
éloise,female,french,0
elouise,female,english,0
elov,male,swedish,0
eloy,male,spanish,0
elpida,female,greek,0
elpidio,male,"italian, spanish, portuguese",0
elpidius,male,late roman,0
elpis,female,ancient greek,0
elric,male,english,0
elrond,male,literature,0
elroy,male,english,0
elsa,female,"english, german, swedish",5.51
elsabeth,female,,0
elsdon,male,english,0
else,female,"danish, norwegian, german",0.16
elsie,female,english,0.03
elspet,female,"english, scottish",0
elspeth,female,"english, scottish",0
elton,male,english,0.16
eluf,male,danish,0
eluned,female,welsh,0
elva,female,,0
elvin,male,english,0
elvina,female,,0
elvira,female,spanish,0
elvis,male,english,0.83
elwin,male,english,0.03
elwood,male,english,0
elwyn,male,english,0
ely,male,,0.10
elyse,female,,0
elysia,female,,0.03
elzbieta,female,polish,0.45
em,female,english,0.54
emanuel,male,scandinavian,0.03
emánuel,male,hungarian,0
emanuele,male,italian,0
emel,female,turkish,0
emelie,female,swedish,0
emelina,female,"english, spanish",0
emeline,female,french,0
emely,female,english,0
emer,female,"irish, irish mythology",0
emerald,female,english,0
emeric,male,,0
emerson,male,english,0.38
emery,male,english,0.03
emi,female,japanese,0.16
emidio,male,italian,0
emil,male,"german, scandinavian, czech, hungarian, romanian",0.29
émile,male,french,12.14
emilee,female,english (modern),0
emilia,female,"italian, spanish, portuguese, romanian",0
emilian,male,,0
emiliana,female,"italian, spanish, portuguese",0
emiliano,male,"spanish, italian",0.13
emilie,female,german,0.10
émilie,female,french,0.70
émilien,male,french,0.03
emilio,male,"italian, spanish, portuguese",0.06
emily,female,english,0.25
emine,female,turkish,0
emlyn,male,welsh,0
emma,female,"english, french, italian",1.21
emmaline,female,english,0
emmanouil,male,greek,0
emmanuel,male,"biblical, french, english",2.61
emmanuelle,female,french,0.06
emmeline,female,english,0
emmerich,male,german,0.03
emmerson,male,english,0
emmet,male,english,0
emmett,male,english,0.03
emmie,female,english,0
emmy,female,english,0.03
emory,male,english,0
emrys,male,welsh,0
emyr,male,welsh,0
ena,female,irish,0.67
encarnacion,female,spanish,0.06
endre,male,hungarian,0
enéas,male,portuguese,0
enfys,both,welsh,0
engel,male,german,0.22
engelbert,male,german,0.10
engin,male,turkish,8.73
enid,female,"welsh, welsh mythology",0
eniola,male,african,0
enitan,male,african,0
ennio,male,italian,0
ennis,both,irish,0.10
enoch,male,biblical,0.06
enok,male,scandinavian,0
enola,female,english,0
enos,male,biblical (variant),0
enosh,male,biblical,0
enric,male,catalan,0
enrica,female,italian,0
enrico,male,italian,1.02
enrique,male,spanish,0.03
enu,both,african,0
enya,female,irish,0
enyo,female,greek mythology,0
enzo,male,italian,0.06
eoforhild,female,anglo-saxon,0
eoghan,male,"irish, scottish",0
eoin,male,"irish, scottish",0
eos,female,greek mythology,0
eowyn,female,literature,0
epaphras,male,"biblical, ancient greek",0
epaphroditos,male,ancient greek,0
ephraim,male,"biblical, jewish",0
epifanio,male,spanish,0
epiktetos,male,ancient greek,0
epiphany,female,english,0
epona,female,celtic mythology,0
eppie,female,english,0
era,female,,0.22
eran,male,biblical,0
erasmus,male,,0.03
erastus,male,biblical,0
erato,female,greek mythology,0.06
ercole,male,italian,0.03
ercwlff,male,welsh,0
erdem,male,turkish,0
erdmann,male,german,0
erebus,male,greek mythology (latinized),0.06
eren,male,turkish,0
erez,male,jewish,0
erhard,male,german,0
eric,male,"english, french",0.51
erica,female,english,0
erich,male,german,0.51
erick,male,english,0
ericka,female,english,0
erik,male,"scandinavian, czech",0.32
erika,female,"german, scandinavian, hungarian, czech",0.10
erin,female,"english, irish",0.03
eris,female,greek mythology,0.06
erishkigal,female,near eastern mythology,0
erkki,male,finnish,0
erland,male,"swedish, danish",0.03
erle,male,english,0
erlend,male,"norwegian, danish",0.89
erma,female,,0
ermanno,male,italian,0
ermenegilde,male,french,0
ermenegildo,male,italian,0
ermentraud,female,german,0
ermentraude,female,german,0
ermete,female,italian,0
ermintrude,female,english,0
ermolai,male,russian,0
ermtraud,female,german,0
ern,male,english,0
erna,female,german,0.03
ernest,male,english,6.50
ernesta,female,"italian, spanish, english",0
ernestine,female,english,0.19
ernesto,male,"italian, spanish, portuguese",0
ernie,male,english,0
ernõ,male,hungarian,0
ernst,male,"german, dutch",2.13
eros,male,greek mythology,0.32
errol,male,english,0.06
erskine,male,"scottish, irish, english",0.13
ervin,male,hungarian,0.03
ervins,male,latvian,0
erwan,male,breton,0
erwin,male,german,0.03
erykah,female,english (modern),0
eryn,female,english,0
erzsébet,female,hungarian,0
erzsi,female,hungarian,0
esa,male,finnish,0.06
esaias,male,biblical,0
esau,male,biblical,0.03
esdras,male,biblical,0.06
eseld,female,cornish,0
eser,both,turkish,0
eshe,female,african,0
esi,female,african,0
esin,female,turkish,0
esmail,male,indian,0
esmaralda,female,english,0
esmé,both,french,0
esmée,female,french,0.96
esmeralda,female,"spanish, english",0.16
esmond,male,english,0.03
esmund,male,english,0
esperanta,female,esperanto,0
esperanza,female,spanish,0
espiridion,male,spanish,0
essa,female,,0
essence,female,english,38.52
essie,female,english,0
esta,female,english,0.10
estachio,male,italian,0
estavan,male,spanish,0
estéban,male,spanish,0
estee,female,,0
estefanía,female,spanish,0
estela,female,portuguese,0
estella,female,english,0
estelle,female,english,0.64
ester,female,scandinavian,0.54
esteri,female,finnish,0
estevão,male,portuguese,0
esteve,male,catalan,0
estève,male,provençal,0.16
esther,female,"english, jewish, french, biblical",3.73
estrella,female,spanish,0.13
esyllt,female,welsh,0
eszter,female,hungarian,0
eszti,female,hungarian,0
étaín,female,irish mythology,0
etel,female,hungarian,0
etelka,female,hungarian,0
ethalyn,female,english,0
ethan,male,"jewish, english, biblical",0
ethel,female,english,1.18
ethelbert,male,anglo-saxon (latinized),0
etheldreda,female,anglo-saxon (latinized),0
ethelinda,female,anglo-saxon,0
ethelred,male,anglo-saxon (latinized),0
ethna,female,irish,0
ethne,female,irish,0
étienne,male,french,10.58
etna,female,irish,0.38
etta,female,english,0
ettie,female,english,0
ettore,male,italian,0.06
etzel,male,german,0.06
euan,male,scottish,0
euclid,male,ancient greek (anglicized),0
eudocia,female,ancient greek (latinized),0
eudora,female,english,0
eudoxia,female,ancient greek,0
eufemia,female,"italian, spanish, portuguese",0.06
eugen,male,"german, romanian",0.16
eugene,male,english,0
eugène,male,french,7.20
eugenia,female,"italian, spanish, romanian, english",0.03
eugênia,female,portuguese,0
eugénie,female,french,4.11
eugenio,male,"italian, spanish",6.21
eugênio,male,portuguese,0
eula,female,english,0
eulalia,female,"english, italian, spanish",0
eulalie,female,french,0.19
eulia,female,,0
eumelia,female,ancient greek,0
eunice,female,"biblical, english, ancient greek (latinized)",0
